dane,ExpectativasAcademicas,Comunicacion,Participacion,SeguridadRespeto,tema_matematica,tema_lenguaje,prmat_alto_07_p,prlen_alto_07_p,tema_lenguaje_d,tema_matematica_d,prmat_alto_10_p,prlen_alto_10_p,Progresolen11,Progresomat11,aprobación5,aprobación9,rtextra,Progresolen5,Progresolen9,Progresomat5,Progresomat9,avanzado_m9,avanzado_m5,avanzado_l9,avanzado_l5
105001014851,78.73088,68.71057,68.70034,68.81744,44.48,49.19,.6451613,0,48.37,47.59,.6535948,0,77.9363,56.63058,98.82353,85.52631,99.34641,47.53653,49.22392,47.98859,47.41306,1,17,3,13
105001015091,73.32196,72.87517,68.85747,67.79166,44.48,47.14,0,0,47.275,39.53,0,0,76.62026,31.33151,95.12195,84.81013,84.61539,,51.44136,,47.2169,0,2,0,8
105001015148,64.38392,62.69376,61.96155,61.73811,40.82,42.76,0,0,46.16,42.42,0,0,50.07258,50.10484,93.61702,72.22222,78.26087,55.46422,53.97541,30.35847,60.60108,0,9,0,0
105001015172,72.67847,66.47285,69.93956,62.64317,44.48,45.01,0,0,46.16,39.53,0,0,50.86917,31.33151,95.83333,95.2381,76.36363,25.12232,48.32335,17.51691,-38.86223,0,2,2,4
105001015211,70.04279,69.57966,65.49586,63.14398,44.48,47.14,0,0,44.05,42.33,0,0,10.08602,50.85007,84.52381,72.54902,52.08334,26.757,46.22491,46.91851,56.93475,0,2,0,2
105001015229,67.01521,69.6911,68.35498,65.14288,44.48,46.075,0,0,44.05,40.93,0,0,10.55562,50.51004,94.23077,79.31035,82.5,34.7934,,51.11745,,0,0,0,0
105001015831,71.22948,70.96145,69.65755,68.53989,44.48,45.01,0,0,44.05,42.42,0,0,50.07902,52.55022,94.44444,85.29411,77.41935,6.692958,,12.68348,,0,3,0,0
105001016420,65.52331,60.59429,57.71269,59.43845,47.67,47.14,0,0,46.16,45.16,0,0,37.6129,49.75956,99.10714,82.88288,89.69072,,65.08495,,79.68328,0,12,4,8
105001017132,63.51913,66.97661,60.94009,61.06168,,,,,46.215,42.33,0,0,,,98.4252,75,82.85715,62.25754,,51.32513,,,4,,13
105001017876,74.98864,71.06236,72.17058,67.63848,44.48,42.76,0,0,41.64,38.015,0,0,50,31.33151,96.07843,91.17647,41.66667,50.41904,50,50.2281,50.00537,0,0,0,0
105001017965,70.3063,68.92191,65.3019,68.26208,44.48,48.165,2.777778,0,46.16,45.01,0,0,31.52831,54.67541,97.22222,91.57895,97.22222,,48.52892,,46.66554,0,9,1,9
105001018759,74.10046,67.97868,68.15843,72.74249,40.82,45.01,0,0,48.28,45.16,2.631579,0,53.04211,50.21236,93.87756,86.20689,94.73685,35.71875,34.46698,47.11728,50,0,3,0,6
105001019011,70.83223,71.14448,69.79956,67.49516,44.48,48.165,0,0,46.16,45.16,0,0,31.52831,55.95052,84.21053,78.33334,90.47619,,,,,0,4,0,6
105001019062,75.80272,70.63071,72.66901,69.08606,44.48,47.14,0,0,44.05,42.33,0,0,10.08602,50.85007,100,75.92593,72.66187,,44.96795,,39.9359,0,14,1,10
105001019089,65.94748,67.71714,66.30759,56.47641,44.48,42.76,0,0,46.27,39.53,0,0,50.14516,31.33151,92.18241,93.84615,90.78947,26.04888,,18.45742,,0,2,0,2
105001019143,68.1228,67.95938,63.96189,59.94349,,,,,,,,,,,,63.41463,,,,,,,,,
105001019194,74.13998,67.98348,66.84991,65.8772,44.48,45.01,.7092198,.7092198,46.16,42.33,0,0,50.86917,50.85007,91.15044,86.48649,98.37399,,29.73245,,35.06601,0,6,0,6
105001019305,67.37964,69.50484,67.04841,68.47512,,,,,46.16,42.33,0,0,,,94.42756,90,84.61539,27.41694,53.39426,50.93508,58.29708,0,2,0,3
105001019330,69.28514,70.34737,69.19227,66.07648,47.67,45.01,0,0,46.27,45.01,0,0,51.93589,46.153,99.6,87.61062,80,,42.41448,,46.83937,0,10,1,5
105001019429,73.68419,67.08116,71.30908,65.13933,44.48,45.01,.5405406,0,44.05,42.33,0,.4784689,50.07902,50.85007,98.07692,93.75,87.55981,,48.96278,,72.34904,0,7,1,9
105001019453,74.98605,70.48477,69.56172,67.89359,40.82,45.01,0,0,43.93,39.53,0,0,42.5327,50.00269,90.96591,59.49367,85.09316,,53.88041,,38.459,0,3,0,3
105001019534,75.3579,70.56197,67.46973,70.3918,44.48,45.01,0,0,46.16,39.53,0,0,50.86917,31.33151,92.07921,88.52459,60,,51.5929,,51.14208,0,0,0,2
105001019674,68.38164,64.95538,61.56293,64.0302,44.48,49.19,0,0,46.27,45.01,.8849558,0,42.87234,54.67541,90.38461,81.35593,95.57522,45.52688,64.12241,45.05996,60.98409,5,13,2,10
105001019798,65.70781,68.93964,62.42284,56.71017,42.65,45.01,0,0,41.64,36.5,0,0,37.5545,33.12361,79.34782,95.06173,80,50.06989,,50.51004,,0,1,0,7
105001019925,60.91112,60.24696,55.34857,50.90773,44.48,47.14,.4524887,.4524887,44.05,45.01,0,0,10.08602,54.67541,94.25838,77.37227,87.93104,,45.46399,,44.95998,0,1,3,5
105001020028,76.2604,74.17155,71.72169,69.42763,44.48,46.075,0,0,46.16,42.42,0,0,38.73018,52.55022,95.29412,93.87756,86.36364,58.84077,,35.66867,,0,5,0,11
105001020052,72.67477,69.41085,62.33923,71.60753,44.48,47.14,0,0,48.37,45.01,0,0,82.67032,54.67541,96.15385,100,90.90909,65.12514,,60.58581,,0,4,0,17
105001020273,77.05367,73.09952,73.66724,68.29621,50.54,53.22,0,0,53.325,50.42,6.666667,0,55.21586,50,83.78378,82.6087,100,20.13203,51.79228,52.58065,51.29443,0,5,0,0
105001021199,68.06131,67.58393,64.5973,64.60731,44.48,45.01,0,0,46.27,42.42,0,0,51.93589,52.55022,98.86364,98.71795,80,,50.60109,,22.18644,0,2,1,2
105001021547,72.83746,70.07265,66.1212,69.79859,47.67,47.14,0,0,46.16,45.16,0,0,37.6129,49.75956,96.55172,92.1875,95.55556,61.40495,73.05108,57.05603,78.58334,2,17,2,14
105001021636,68.73636,64.90685,66.44675,67.32712,44.48,45.01,0,.5,44.05,42.42,0,0,50.07902,52.55022,97.88737,79.771,91.8239,,39.7543,,28.22788,0,4,2,4
105001021873,69.56873,63.92838,64.21131,60.56017,44.48,49.19,0,0,46.27,39.53,0,0,42.87234,31.33151,76.47578,73.13432,78.65169,51.44513,50.46095,51.19485,31.74448,0,4,0,2
105001022101,70.05917,66.7047,64.07892,66.01068,44.48,47.14,0,0,45.105,42.42,0,0,32.10753,52.55022,95.16129,87.80488,84.375,,53.19762,,63.32341,0,0,0,4
105001023965,73.17029,71.94987,71.17829,72.67648,44.48,45.01,0,0,45.105,39.53,.6944445,0,50.71114,31.33151,92.2764,81.48148,79.16667,,,,,0,5,1,2
105001024073,69.77411,65.27475,65.81845,60.17048,44.48,47.14,0,0,46.16,42.42,1.290323,0,37.6129,52.55022,,,94.83871,,,,,,,,
105001025763,66.02661,65.55411,63.7846,58.25024,,,,,43.93,39.53,0,0,,,93.18182,94.28571,84.31373,,,,,0,2,0,1
105001025771,73.59651,71.02261,70.85072,63.83522,,,,,44.05,39.53,0,0,,,84.57143,95.88235,67.16418,,,,,0,2,0,2
105001025780,64.91181,64.35318,61.85862,56.52538,47.67,47.14,.6849315,0,46.16,42.42,0,0,37.6129,40.14207,95.28796,78.97196,89.61039,,,,,2,1,1,5
105001025798,70.29825,69.09047,70.55714,59.84345,,,,,46.16,45.01,.9090909,0,,,95.27299,81.11888,84.54546,,,,,0,5,0,2
105001025844,72.88417,69.54995,67.4734,68.05557,44.48,45.01,0,0,,,,,,,,,,46.98526,51.88562,57.32238,37.94544,1,28,0,3
105001025984,69.92888,59.57534,61.41975,66.46486,,,,,,,,,,,,,,,,,,,,,
105001025992,60.62157,58.91711,59.45679,59.271,,,,,44.05,42.42,0,0,,,93.84615,87.2093,80.39216,,,,,,,,
105001026000,67.02991,66.13761,63.40557,60.42396,,,,,,,,,,,,,,,,,,,,,
105001026131,66.53088,65.42899,61.78586,61.95996,,,,,,,,,,,90.76103,95.12195,,,,,,,,,
205001001389,67.78784,61.60962,55.77084,65.31566,,,,,,,,,,,93.19985,,,38.26616,,45.21198,,,19,,6
205001001672,68.15843,67.90729,67.76537,61.35092,44.48,51.21,0,0,46.27,42.33,0,0,48.05836,50.85007,88.58268,69.46107,82.8125,61.13553,39.32541,48.87348,53.70364,0,10,0,12
205001001966,71.01449,67.53796,67.29469,78.3701,,,,,,,,,,,100,,,59.4086,,37.88298,,,0,,0
205001002199,65.57559,60.39404,59.87474,60.83515,44.48,47.14,0,0,46.27,39.53,0,0,60.89011,31.33151,100,93.05556,83.78378,39.44008,61.59951,24.00107,61.13553,0,0,0,10
205001002768,65.31723,63.22949,61.85185,71.83112,,,,,,,,,,,100,,,50.0419,,19.1639,,,0,,0
205001006119,69.15727,65.59854,67.22839,75.22144,,,,,,,,,,,97.77778,,,29.4298,,29.67742,,,0,,4
205001006224,86.15905,78.67394,78.51764,82.63847,,,,,,,,,,,100,,,57.22581,,56.22332,,,9,,18
205001006232,68.90289,62.82137,62.2011,60.5188,44.48,45.01,0,0,46.16,42.33,.8928572,0,50.86917,50.85007,90.8046,61.99095,83.92857,53.88346,47.31158,48.42564,39.2463,0,4,1,3
205001006526,71.52711,71.14284,72.31582,69.63921,40.82,47.14,0,0,46.215,39.53,0,0,59.07509,50.00269,100,95.2381,100,54.68506,,52.89421,,0,3,5,10
205001007735,59.49753,57.60795,53.62471,64.9061,44.48,45.01,0,0,46.27,42.33,0,0,51.93589,50.85007,95,94,88.37209,53.04024,53.90601,50.53764,53.90601,0,0,0,0
205001009797,71.46257,68.50224,64.1893,67.30334,47.67,49.19,1.324503,1.324503,46.27,45.01,.7575758,.7575758,42.87234,46.153,100,85.50724,73.48485,,55.78415,,59.25463,3,14,0,9
205001009916,69.53354,66.8746,64.75575,66.07476,,,,,,,,,,,99.1453,,,50.12165,,50.21505,,,0,,0
205001010264,67.92757,65.80688,64.60706,62.93814,44.48,47.14,1.886792,0,46.16,42.375,0,0,37.6129,52.46522,93.24324,89.67741,88.09524,52.84457,35.14503,28.02024,38.62173,1,1,1,6
205001010281,71.46039,71.15823,69.1002,66.58389,44.48,42.76,0,0,48.28,39.53,0,0,50.22043,31.33151,79.6875,84.9315,92.68293,52.78799,,51.89638,,0,3,0,6
205001011031,67.20719,63.39909,64.96502,62.1987,44.48,47.14,0,0,46.27,42.42,0,0,60.89011,52.55022,100,89.39394,89.18919,,64.40379,,67.67738,4,20,2,25
205001012534,71.50048,67.71312,66.59615,65.29992,44.48,45.01,.621118,0,46.27,45.01,.6369427,0,51.93589,54.67541,91.66239,93.27354,89.80891,,56.52336,,52.07561,2,8,1,10
205001014308,71.55395,68.06591,66.14412,73.38654,,,,,,,,,,,97.77778,,,35.21919,,50.53223,,,18,,0
205001018745,62.44396,61.50793,54.31141,54.56937,44.48,47.14,0,0,43.93,39.53,0,0,3.204301,31.33151,95.65218,93.65079,72.22222,50.36559,,50.16727,,0,4,0,6
205001019318,75.9628,69.71971,68.29392,65.08711,44.48,48.165,0,1.06383,50.31,47.81,0,0,86.13087,57.31064,85.85271,86.46304,88.6076,47.14876,70.57021,35.07778,55.44505,1,4,4,7
205001019989,73.82287,66.69246,68.12962,69.96736,,,,,,,,,,,90.46218,,,60.37807,,58.17487,,,9,,6
205001021452,67.29267,60.75024,63.46451,71.75602,,,,,,,,,,,98.86364,,,38.07222,,61.78492,,,13,,13
305001004854,64.88393,58.90339,57.5141,62.91613,47.67,49.19,0,0,48.28,45.01,0,0,63.96815,46.153,97.64706,90.16393,95,65.74802,56.16298,58.27239,57.70372,0,5,2,19
305001007594,78.50778,72.53267,74.76785,79.7313,44.48,51.21,0,2.247191,46.27,45.16,0,0,48.05836,55.95052,100,87.5,98.76543,70.11975,55.7705,68.37269,67.31149,0,29,0,27
305001015287,64.84128,64.25012,62.47374,65.8161,44.48,45.01,0,0,46.16,42.42,0,0,50.86917,52.55022,95.52239,82.10526,83.33333,60.01917,35.8531,54.45296,46.39393,0,7,0,6
305001015686,65.73117,61.95591,62.81917,64.39883,,,,,45.105,45.085,0,0,,,91.73553,96.80851,77.5,47.72605,,29.71309,,0,5,0,11
305001016542,70.70126,69.68291,67.11566,72.34341,,,,,46.16,39.53,0,0,,,100,,87.87878,51.19485,,51.29443,,0,6,0,5
305001018022,75.19741,74.46552,68.78201,63.99325,44.48,45.01,0,0,44.05,42.33,0,0,50.07902,50.85007,85.05747,80.95238,51.51515,50.90868,28.79784,51.30376,42.04919,0,2,0,0
305001018839,73.76749,65.15858,66.36728,70.92735,47.67,47.14,0,0,46.16,45.16,0,0,37.6129,49.75956,90.72165,83.09859,95.91837,53.28463,67.81055,45.47432,76.71584,4,18,11,21
305001019690,66.86842,63.23786,64.83878,61.97606,44.48,47.14,0,0,46.27,45.01,0,0,60.89011,54.67541,87.2771,76.47059,77.63158,53.88041,23.18262,53.11685,37.29703,0,3,0,4
305001022232,75.34148,76.16105,66.93723,69.52119,47.67,45.01,0,0,46.16,42.42,0,0,50.86917,40.14207,95.36423,76.71233,86.27451,,,,,0,2,0,2
305001022640,67.26556,66.62257,67.54466,66.46918,,,,,46.16,39.53,0,0,,,84.67153,88.88889,82.75862,,,,,,3,,2
