ExpectativasAcademicas,Comunicacion,Participacion,SeguridadRespeto,TemaMatematica07,TemaLenguaje07,prmatalto07,prlenalto07,TemaLenguaje10,TemaMatematica10,prmatalto10,prlenalto10,Avanzadom9,Avanzadom5,Avanzadol9,Avanzadol5,Aprobacion5,Aprobacion9,Rextraedad,ProgresoLen5,ProgresoLen9,ProgresoMat5,ProgresoMat9,ProgresoLen11,ProgresoMat11
.526855,.515132,.515732,.437131,.263641,.334719,.178606,.168532,.319025,.361039,.250341,.113232,.247886,.347176,.299164,.332705,.056499,.049874,.250372,.567896,.41304,.5327,.472359,.707107,.707107
