dane,nombre,tema_matematica,tema_lenguaje,año_indicador,prmat_bajo_07,prmat_medio_07,prmat_alto_07,prlen_bajo_07,prlen_medio_07,prlen_alto_07,prmat_bajo_07_p,prmat_medio_07_p,prmat_alto_07_p,prlen_bajo_07_p,prlen_medio_07_p,prlen_alto_07_p,tema_lenguaje_d,tema_matematica_d,prmat_bajo_10,prmat_medio_10,prmat_alto_10,prlen_bajo_10,prlen_medio_10,prlen_alto_10,prmat_bajo_10_p,prmat_medio_10_p,prmat_alto_10_p,prlen_bajo_10_p,prlen_medio_10_p,prlen_alto_10_p,Progresolen11,Progresomat11,aprobación5,aprobación9,aprobación11a,aprobación11t,Extraedad,textra,rtextra,categoria_10,categoria_07,varcolegios11,Progresolen5,Progresolen9,Progresomat5,Progresomat9,rango1_l5r,rango2_l5r,rango3_l5r,rango4_l5r,rango5_l5r,rango6_l5r,rango1_m5r,rango2_m5r,rango3_m5r,rango4_m5r,rango5_m5r,rango6_m5r,rango1_l9r,rango2_l9r,rango3_l9r,rango4_l9r,rango5_l9r,rango6_l9r,rango1_m9r,rango2_m9r,rango3_m9r,rango4_m9r,rango5_m9r,rango6_m9r,insuficiente_m9,minimo_m9,satisfactorio_m9,avanzado_m9,insuficiente_m5,minimo_m5,satisfactorio_m5,avanzado_m5,insuficiente_l9,minimo_l9,satisfactorio_l9,avanzado_l9,insuficiente_l5,minimo_l5,satisfactorio_l5,avanzado_l5,bonus_matematica11,bonus_lenguaje11,bonus_total11,bonus_matematica5,bonus_lenguaje5,bonus_total5
105001002003,"INST EDUC SAN ROBERTO BELARMINO",44.48,51.21,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.27,45.16,.0735294,.9264706,0,0,1,0,7.352942,92.64706,0,0,100,0,48.05836,55.95052,1,.8139535,1,,4,.0588235,.9411765,"Medio","Medio",0,35.47986,,29.07572,,18,25,21,18,11,7,48,23,14,8,1,6,8,28,25,30,6,4,23,31,31,12,4,0,23,62,16,0,48,37,9,6,8,53,36,4,18,46,29,7,,,,,,
105001002011,"INST EDUC FEDERICO OZANAM",47.67,49.19,2011,.0165746,.9779006,.0055249,.0055249,.9944751,0,1.657459,97.79005,.5524862,.5524862,99.44751,0,46.16,42.42,.0954357,.9004149,.0041494,.0124481,.9875519,0,9.543569,90.0415,.4149378,1.244813,98.75519,0,33.25,40.14207,.9468085,.8908451,.9863946,1,58,.2406639,.7593361,"Medio","Medio",0,39.98083,66.45726,37.17724,42.53301,11,22,26,24,14,3,35,23,18,11,5,8,7,16,26,37,12,2,11,24,40,18,8,0,11,64,26,0,35,41,16,8,7,42,49,2,11,48,38,3,,,,,,
105001002020,"INST EDUC RAFAEL URIBE URIBE",44.48,45.01,2011,0,1,0,0,1,0,0,100,0,0,100,0,,,,,,,,,,,,,,,,,.9878049,.8506494,.8769231,,,,,,"Medio",,67.92999,73.56983,46.90322,67.02265,5,3,27,22,24,19,14,16,22,17,17,14,4,11,25,39,17,4,10,32,37,17,3,1,10,69,20,1,14,38,34,14,4,36,56,4,5,30,46,19,,,,,,
105001002038,"INST EDUC JOSE EUSEBIO CARO",47.67,47.14,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.215,50.42,.047619,.952381,0,0,1,0,4.761905,95.2381,0,0,100,0,59.07509,83.31451,.942623,.9166667,.744186,,4,.0952381,.9047619,"Alto","Bajo",2,52.00727,73.95112,52.35373,69.87434,17,22,22,22,9,8,29,22,20,13,4,13,0,13,38,20,20,10,10,25,33,23,10,0,10,58,33,0,29,42,17,13,0,51,40,10,17,44,31,8,2,2,4,2,2,4
105001002071,"INST EDUC BENJAMIN HERRERA",44.48,45.01,2011,.046729,.953271,0,0,1,0,4.672897,95.3271,0,0,100,0,41.64,36.5,.2592593,.7407407,0,.0740741,.9259259,0,25.92593,74.07407,0,7.407407,92.59259,0,37.5545,28.99795,.9139785,.7361111,.9655172,1,21,.7777778,.2222222,"Inferior","Bajo",-1,,47.23387,,41.70161,11,24,36,21,7,2,37,17,22,9,15,0,14,16,33,31,4,2,18,52,24,4,0,2,18,76,4,2,37,39,24,0,14,49,35,2,11,60,28,2,,,,,,
105001002101,"INST EDUC JUAN DE DIOS COCK",47.67,49.19,2011,.0967742,.9032258,0,0,1,0,9.677419,90.32258,0,0,100,0,46.215,42.42,.1486486,.8378378,.0135135,.027027,.972973,0,14.86487,83.78378,1.351351,2.702703,97.2973,0,41.80319,40.14207,.9207317,.8411215,.9066667,,0,0,1,"Medio","Medio",0,49.35746,,46.31241,,11,19,30,23,12,6,21,16,24,16,13,11,10,16,33,36,5,0,16,41,30,8,3,2,16,71,11,2,21,40,29,11,10,49,41,0,11,49,35,6,2,1,3,2,2,4
105001002119,"INST EDUC MARCO FIDEL SUAREZ",44.48,47.14,2011,.018315,.981685,0,.010989,.989011,0,1.831502,98.1685,0,1.098901,98.9011,0,46.16,42.33,.115942,.8743961,.0096618,.0144928,.9855072,0,11.5942,87.43961,.9661835,1.449275,98.55073,0,37.6129,50.85007,.8865079,.7727273,.8472222,,55,.2657005,.7342995,"Medio","Medio",0,73.9945,42.5039,63.89894,46.25195,6,10,16,26,19,23,13,16,25,17,16,12,18,29,26,19,8,1,28,34,23,10,4,1,28,57,14,1,13,41,33,12,18,55,27,1,6,26,45,23,,,,,,
105001002135,"INST EDUC RAMON MUNERA LOPERA",44.48,51.21,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.27,42.42,.0847458,.9152542,0,.0338983,.9491525,.0169492,8.474577,91.52542,0,3.389831,94.91525,1.694915,48.05836,52.55022,.9254339,.9462366,.9565217,,12,.2033898,.7966102,"Medio","Alto",-1,44.12097,29.70376,50,40.83395,33,24,25,14,2,2,58,21,12,4,3,2,17,23,33,23,4,0,33,33,20,13,0,0,33,53,13,0,58,33,7,2,17,56,27,0,33,49,16,2,3,3,6,2,2,4
105001002305,"INST EDUC MARISCAL ROBLEDO",44.48,45.01,2011,.0869565,.9130435,0,0,1,0,8.695652,91.30435,0,0,100,0,46.16,42.33,.0666667,.9333333,0,.0133333,.9866667,0,6.666667,93.33334,0,1.333333,98.66667,0,50.86917,50.85007,.9777778,.8717949,1,,11,.1466667,.8533334,"Medio","Bajo",1,55.23774,,41.68816,,10,26,24,29,5,5,38,22,14,19,5,2,16,22,33,20,10,0,24,50,20,4,2,0,24,70,6,0,38,36,24,2,16,55,30,0,10,50,34,5,1,2,3,2,1,3
105001002348,"INST EDUC FE Y ALEGRIA SANTO DOMINGO SAVIO",44.48,49.19,2011,.0076336,.9770992,.0152672,0,1,0,.7633588,97.70992,1.526718,0,100,0,46.27,42.33,.0718954,.9215686,.0065359,0,1,0,7.189543,92.15686,.6535948,0,100,0,42.87234,50.85007,.8285714,.9431818,1,1,18,.1176471,.8823529,"Medio","Medio",0,51.29443,24.01049,50.64721,40.31763,19,32,25,9,10,6,60,18,10,6,3,4,26,39,25,8,2,0,38,44,15,3,0,0,38,59,3,0,60,28,9,4,26,64,10,0,19,57,19,6,2,,2,2,2,4
105001002356,"INST EDUC GABRIEL GARCIA MARQUEZ",44.48,47.14,2011,.0217391,.9782609,0,.0434783,.9565217,0,2.173913,97.82609,0,4.347826,95.65218,0,46.16,42.42,.0819672,.9180328,0,0,1,0,8.196721,91.80328,0,0,100,0,37.6129,52.55022,.9869546,.9108911,1,1,8,.1311475,.8688525,"Medio","Medio",0,51.68306,,42.62878,,25,28,19,15,7,5,44,26,15,8,5,3,20,30,30,20,0,0,33,32,28,7,0,0,33,60,7,0,44,41,13,3,20,60,20,0,25,47,22,5,2,3,5,2,2,4
105001002461,"INST EDUC LUCRECIO JARAMILLO VELEZ",44.48,45.01,2011,.024,.976,0,0,1,0,2.4,97.6,0,0,100,0,46.27,47.7,.0833333,.8854167,.03125,.0104167,.9791667,.0104167,8.333334,88.54167,3.125,1.041667,97.91667,1.041667,51.93589,57.22564,1,.7889909,1,,11,.1145833,.8854167,"Alto","Medio",1,,68.14516,,57.72849,6,11,21,28,15,19,23,15,15,23,10,15,8,8,19,38,23,6,6,24,34,30,4,2,6,58,34,2,23,30,33,15,8,27,61,6,6,32,43,19,,,,,,
105001002470,"INST EDUC SAN VICENTE DE PAUL",44.48,45.01,2011,.006993,.993007,0,.013986,.986014,0,.6993007,99.3007,0,1.398601,98.6014,0,46.27,42.42,.0944206,.9012876,.0042918,.0042918,.9957082,0,9.44206,90.12875,.4291846,.4291846,99.57082,0,51.93589,52.55022,.9720732,.9013926,.9609375,,11,.0472103,.9527897,"Medio","Medio",0,,53.7783,,59.65566,11,27,28,18,12,5,35,21,17,14,9,5,21,21,26,26,6,1,26,38,27,9,1,0,26,65,10,0,35,38,23,5,21,47,32,1,11,55,30,5,2,1,3,2,2,4
105001002488,"INST EDUC PEDRO LUIS VILLA",44.48,45.01,2011,.010101,.989899,0,.020202,.979798,0,1.010101,98.9899,0,2.020202,97.9798,0,44.05,45.01,.025,.975,0,0,1,0,2.5,97.5,0,0,100,0,50.07902,54.67541,.9888889,.8214286,1,.8823529,5,.125,.875,"Medio","Bajo",1,17.54095,50.33524,17.69079,50,37,28,15,10,6,5,57,17,13,5,4,4,30,37,14,16,2,0,48,43,5,2,0,2,48,48,2,2,57,30,9,4,30,51,18,0,37,43,16,5,2,1,3,1,2,3
105001002496,"INST EDUC CRISTO REY",47.67,47.14,2011,0,.9591837,.0408163,0,1,0,0,95.91837,4.081633,0,100,0,46.27,47.59,.0705882,.9058824,.0235294,0,.9882353,.0117647,7.058824,90.58823,2.352941,0,98.82353,1.176471,60.89011,63.71774,1,.8888889,1,.9666666,10,.1176471,.8823529,"Alto","Alto",0,,58.70968,,55.22581,16,25,39,10,5,5,29,21,14,17,9,10,11,16,36,34,3,0,10,32,45,12,1,0,10,77,13,0,29,35,26,10,11,52,37,0,16,64,15,5,,,,,,
105001002526,"INST EDUC SAMUEL BARRIENTOS RESTREPO",44.48,47.14,2011,.034188,.965812,0,0,1,0,3.418804,96.5812,0,0,100,0,44.05,42.33,.0918367,.9030612,.005102,.0204082,.9795918,0,9.183674,90.30612,.5102041,2.040816,97.95918,0,10.08602,50.85007,.9748808,.9634146,.9112903,,46,.2346939,.7653061,"Bajo","Alto",-2,38.25855,39.64458,50.48661,33.27202,18,23,19,21,12,6,42,19,16,10,7,6,12,21,27,33,7,0,26,29,28,13,5,0,26,57,18,0,42,35,17,6,12,48,40,0,18,42,33,6,2,,2,1,1,2
105001002780,"INST EDUC SAN FRANCISCO DE ASIS",44.48,45.01,2011,.0277778,.9722222,0,0,1,0,2.777778,97.22222,0,0,100,0,45.105,39.53,.1904762,.8095238,0,.0238095,.9761904,0,19.04762,80.95238,0,2.380952,97.61904,0,50.71114,31.33151,.9756098,.7230769,.8292683,,4,.0952381,.9047619,"Bajo","Bajo",0,50.30413,50.15365,50.11174,50.09778,36,36,9,11,4,4,68,7,9,11,4,2,35,30,18,18,0,0,33,44,18,5,0,0,33,62,5,0,68,16,15,2,35,48,18,0,36,45,15,4,3,3,6,3,2,5
105001002798,"INST EDUC MATER DEI",44.48,50.2,2011,0,1,0,0,1,0,0,100,0,0,100,0,50.4,50.28,.0217391,.9130435,.0652174,0,1,0,2.173913,91.30435,6.521739,0,100,0,59.64365,57.39565,.8913044,.9318182,.9782609,,3,.0652174,.9347826,"Superior","Alto",1,49.06299,,48.79781,,7,3,7,41,17,24,7,7,21,28,17,21,7,7,20,27,33,7,7,13,33,27,20,0,7,46,47,0,7,28,45,21,7,27,60,7,7,10,58,24,,,,,,
105001002895,"INST EDUC FRANCISCO ANTONIO ZEA",47.67,49.19,2011,.0188679,.9811321,0,0,.9937107,.0062893,1.886792,98.11321,0,0,99.37107,.6289308,48.37,47.59,.025974,.9480519,.025974,.0064935,.9935065,0,2.597403,94.80519,2.597403,.6493506,99.35065,0,77.9363,63.71774,.9498046,.6923077,.9342105,,10,.0649351,.9350649,"Alto","Alto",0,63.70694,65.13979,56.37256,54.12903,7,16,26,19,14,19,26,21,27,13,6,7,3,15,21,35,24,2,11,24,40,16,6,3,11,64,22,3,26,48,19,7,3,36,59,2,7,42,33,19,,,,,,
105001002976,"INST EDUC LA PIEDAD",46.075,47.14,2011,.0135135,.9864865,0,0,1,0,1.351351,98.64865,0,0,100,0,44.05,42.33,.1219512,.8780488,0,.0609756,.9390244,0,12.19512,87.80488,0,6.097561,93.90244,0,10.08602,32.80204,.8876405,.8255814,1,,2,.0243902,.9756098,"Medio","Medio",0,52.04018,53.89634,55.05701,53.33972,14,18,31,23,9,6,35,24,17,8,9,8,17,25,23,25,11,0,26,28,28,13,4,0,26,56,17,0,35,41,17,8,17,48,36,0,14,49,32,6,2,2,4,1,1,2
105001003123,"INST EDUC FATIMA NUTIBARA",47.67,47.14,2011,.0253165,.9746835,0,0,1,0,2.531646,97.46835,0,0,100,0,48.28,45.085,.0428571,.9428571,.0142857,.0142857,.9857143,0,4.285715,94.28571,1.428571,1.428571,98.57143,0,77.83028,49.03825,.9705882,.8356164,.8529412,.9722222,7,.1,.9,"Medio","Medio",0,65.98809,65.32447,46.96807,54.2766,10,23,7,32,13,16,25,16,22,19,6,13,10,8,33,35,13,3,12,24,39,24,0,0,12,63,24,0,25,38,25,13,10,41,48,3,10,30,45,16,,,,,,
105001003131,"INST EDUC REPUBLICA DE HONDURAS",44.48,45.01,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.27,42.42,.0588235,.9411765,0,0,1,0,5.882353,94.11765,0,0,100,0,51.93589,52.55022,.8034188,.9,.96,,3,.1764706,.8235294,"Medio","Bajo",1,51.95968,61.04787,50.75368,65.32447,15,29,35,6,12,4,56,16,18,6,2,2,7,7,57,21,7,0,0,64,29,0,7,0,0,93,7,0,56,34,8,2,7,64,28,0,15,64,18,4,,2,2,1,1,2
105001003221,"INST EDUC MANUEL JOSE CAYZEDO",44.48,45.01,2011,.0210526,.9789473,0,.0210526,.9789473,0,2.105263,97.89474,0,2.105263,97.89474,0,44.05,42.42,.1,.9,0,.0166667,.9833333,0,10,90,0,1.666667,98.33334,0,50.07902,52.55022,.9444444,.9710145,.9473684,,5,.0833333,.9166667,"Bajo","Bajo",0,53.44086,23.23417,50.83962,16.19053,23,25,16,18,11,7,48,15,13,7,13,4,37,27,15,17,2,2,42,37,16,4,0,2,42,53,4,2,48,28,20,4,37,42,19,2,23,41,29,7,2,2,4,2,2,4
105001003271,"INST EDUC OCTAVIO HARRY",40.82,45.01,2011,.0434783,.9565217,0,0,1,0,4.347826,95.65218,0,0,100,0,48.325,45.085,.0769231,.9038461,.0192308,.0192308,.9807692,0,7.692308,90.38461,1.923077,1.923077,98.07692,0,53.35817,50.2043,.9538462,.7464789,1,1,10,.1923077,.8076923,"Alto",,,,66.14199,,68.92509,13,18,26,13,16,13,34,29,13,5,11,8,11,26,17,26,17,2,9,33,30,24,4,0,9,63,28,0,34,42,16,8,11,43,43,2,13,44,29,13,,,,,,
105001003280,"INST EDUC MARIA MONTESSORI",44.48,47.14,2011,.0150754,.9849246,0,.0050251,.9899498,.0050251,1.507538,98.49246,0,.5025126,98.99498,.5025126,44.05,39.53,.1276596,.8723404,0,.0141844,.9858156,0,12.76596,87.23405,0,1.41844,98.58156,0,10.08602,31.33151,.9895833,.8333333,.979798,,38,.2695035,.7304965,"Bajo","Medio",-1,,58.29839,,67.51881,10,17,29,16,17,11,20,23,20,14,11,11,11,17,28,37,7,0,22,36,32,8,3,0,22,68,11,0,20,43,25,11,11,45,44,0,10,46,33,11,,,,,,
105001003298,"INST EDUC LORENZA VILLEGAS DE SANTOS",44.48,49.19,2011,.0246305,.9753695,0,0,1,0,2.463054,97.53694,0,0,100,0,46.16,42.33,.0797546,.9202454,0,.0122699,.9877301,0,7.97546,92.02454,0,1.226994,98.77301,0,33.25,50.85007,.9892473,.953917,.9393939,,3,.0184049,.9815951,"Medio","Medio",0,,54.72308,,46.28816,10,9,29,21,14,18,36,19,20,11,8,6,5,14,27,34,15,5,11,27,39,14,8,1,11,66,22,1,36,39,19,6,5,41,49,5,10,38,35,18,2,2,4,2,3,5
105001003387,"INST EDUC SANTA ROSA DE LIMA",44.48,45.01,2011,.0263158,.9736842,0,.0065789,.9934211,0,2.631579,97.36842,0,.6578947,99.34211,0,44.05,42.33,.0827586,.9172414,0,.0206897,.9793103,0,8.275862,91.72414,0,2.068965,97.93103,0,50.07902,50.85007,.9063492,.811828,.8552632,,16,.1103448,.8896552,"Bajo","Bajo",0,,46.52951,,28.02024,10,22,24,24,16,3,32,25,17,10,9,7,19,25,21,27,7,1,41,24,29,6,0,0,41,53,6,0,32,42,19,7,19,46,34,1,10,46,40,3,2,1,3,2,1,3
105001003425,"INST EDUC JOSE MARIA BRAVO MARQUEZ",44.48,49.19,2011,.0337079,.9662921,0,.011236,.988764,0,3.370786,96.62921,0,1.123595,98.8764,0,46.27,45.01,.0643564,.9207921,.0148515,.0049505,.9950495,0,6.435644,92.07921,1.485149,.4950495,99.50494,0,42.87234,54.67541,.9243243,.8092105,.9881657,,25,.1237624,.8762376,"Medio","Medio",0,,49.39891,,48.94809,9,12,23,29,16,11,27,18,19,18,7,12,3,12,23,37,25,1,10,27,34,20,9,0,10,61,29,0,27,37,25,12,3,35,62,1,9,35,45,11,,,,,,
105001003441,"INS TEC INDUSTRIAL PASCUAL BRAVO",47.67,49.19,2011,.0101351,.9763514,.0135135,.0067568,.9932432,0,1.013513,97.63514,1.351351,.6756757,99.32433,0,50.4,55.62,.0168539,.9269663,.0561798,0,1,0,1.685393,92.69663,5.617978,0,100,0,88.41241,87.23387,,.8095238,1,,2,.011236,.988764,"Superior","Alto",1,,,,,,,,,,,,,,,,,1,10,24,38,23,5,2,13,34,29,15,8,2,47,44,8,,,,,1,34,61,5,,,,,2,2,4,3,3,6
105001003450,"INST EDUC ROSALIA SUAREZ",47.67,49.19,2011,0,1,0,0,1,0,0,100,0,0,100,0,48.28,42.42,.0853659,.9146342,0,0,.9878049,.0121951,8.536586,91.46342,0,0,98.78049,1.219512,63.96815,40.14207,.9929578,.9038461,.9642857,,3,.0365854,.9634146,"Alto","Medio",1,47.17368,,42.88361,,7,9,22,27,24,11,27,18,21,13,9,11,9,17,24,21,23,7,23,31,34,11,1,0,23,65,12,0,27,39,22,11,9,41,44,7,7,31,51,11,,,,,,
105001004472,"INST EDUC LA PRESENTACION",50.54,49.19,2011,.0294118,.9705882,0,0,1,0,2.941176,97.05882,0,0,100,0,49.34,45.085,.0178571,.9821429,0,0,1,0,1.785714,98.21429,0,0,100,0,81.42834,49.70667,.9058824,.974026,1,,0,0,1,"Alto","Medio",1,69.23499,,75.9305,,2,2,11,19,21,45,7,13,17,17,20,26,2,4,12,35,33,14,6,15,38,27,13,2,6,53,40,2,7,30,37,26,2,16,68,14,2,13,40,45,,,,,,
105001004791,"INST EDUC SANTO ANGEL",47.67,53.22,2011,0,1,0,0,1,0,0,100,0,0,100,0,52.29,52.66,0,.9462366,.0537634,0,.9892473,.0107527,0,94.62366,5.376344,0,98.92473,1.075269,52.60793,85.27419,.8366013,.9159664,.9892473,,3,.0322581,.967742,"Muy superior","Superior",1,62.4173,49.91499,50,48.97991,1,1,10,18,35,35,2,10,19,25,11,33,0,5,17,32,36,11,4,24,37,28,4,3,4,61,32,3,2,29,36,33,0,22,68,11,1,11,53,35,,,,,,
105001005291,"INST EDUC CAMPO VALDES",44.48,45.01,2011,.031746,.968254,0,0,1,0,3.174603,96.82539,0,0,100,0,46.27,42.42,.1029412,.8970588,0,.0147059,.9852941,0,10.29412,89.70589,0,1.470588,98.52941,0,51.93589,52.55022,.7608696,.6944444,.943662,,5,.0735294,.9264706,"Medio","Bajo",1,55.79602,53.10432,38.91196,28.84151,7,22,24,21,15,11,37,21,14,13,7,7,22,25,27,19,6,0,36,33,23,6,2,0,36,56,8,0,37,35,20,7,22,52,25,0,7,46,36,11,,,,,,
105001005339,"INST EDUC MONSEÑOR FRANCISCO CRISTOBAL TORO",44.48,47.14,2011,.025,.975,0,.025,.975,0,2.5,97.5,0,2.5,97.5,0,46.16,42.33,.1030928,.8865979,.0103093,0,1,0,10.30928,88.65979,1.030928,0,100,0,37.6129,50.85007,.9710624,.9060403,.95,,18,.185567,.814433,"Medio","Bajo",1,37.55437,36.30693,50,49.55829,13,30,24,16,11,6,38,21,19,13,6,4,16,26,31,20,8,0,37,37,18,8,1,0,37,55,9,0,38,40,19,4,16,57,28,0,13,54,27,6,1,2,3,2,2,4
105001005347,"INST EDUC TULIO OSPINA",44.48,47.14,2011,.0378788,.9621212,0,0,.9924242,.0075758,3.787879,96.21212,0,0,99.24242,.7575758,46.27,42.42,.0854701,.9145299,0,0,.991453,.008547,8.547009,91.453,0,0,99.1453,.8547009,60.89011,52.55022,.9196913,.8124574,.9587629,,8,.0683761,.9316239,"Medio","Medio",0,,38.50489,,42.13492,10,8,29,29,15,10,30,17,18,17,5,13,18,19,25,30,7,2,29,38,25,8,1,0,29,63,9,0,30,35,22,13,18,44,37,2,10,37,44,10,1,1,2,2,3,5
105001005380,"INST EDUC MANUEL URIBE ANGEL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.7568396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105001005410,"INST EDUC JUAN DE DIOS CARVAJAL",46.075,47.14,2011,.0333333,.9666666,0,0,1,0,3.333333,96.66666,0,0,100,0,47.275,45.085,.0512821,.9358974,.0128205,0,1,0,5.128205,93.58974,1.282051,0,100,0,76.62026,49.70348,.974359,.7948718,.948718,,3,.0384615,.9615384,"Alto","Medio",1,36.77634,38.29285,37.00743,25.12232,17,20,28,21,10,4,31,23,24,10,4,9,13,24,36,25,3,0,20,41,28,9,3,0,20,69,12,0,31,47,14,9,13,60,28,0,17,48,31,4,,,,,,
105001005495,"INST EDUC REPUBLICA DE URUGUAY",44.48,47.14,2011,.037594,.962406,0,.0225564,.9774436,0,3.759398,96.2406,0,2.255639,97.74436,0,43.93,42.42,.1136364,.8863636,0,.0075758,.9924242,0,11.36364,88.63636,0,.7575758,99.24242,0,3.204301,52.55022,.8823529,.8407643,.9477612,,3,.0227273,.9772727,"Medio","Medio",0,56.22332,67.89247,58.84077,62.3871,13,12,22,26,16,11,24,22,17,16,9,12,2,11,28,39,16,4,10,33,33,18,7,0,10,66,25,0,24,39,25,12,2,39,55,4,13,34,42,11,2,2,4,2,2,4
105001005525,"INST EDUC ENRIQUE OLAYA HERRERA",44.48,42.76,2011,.0526316,.9473684,0,0,1,0,5.263158,94.73685,0,0,100,0,44.05,39.53,.1052632,.8947368,0,.0263158,.9736842,0,10.52632,89.47369,0,2.631579,97.36842,0,50.01882,31.33151,.9107143,.8767123,.9466667,,6,.0789474,.9210526,"Bajo","Bajo",0,50.16762,51.02644,50.42076,53.48991,33,29,29,7,2,0,48,38,3,8,5,0,26,33,14,26,2,0,36,36,20,6,2,0,36,56,8,0,48,41,13,0,26,47,28,0,33,58,9,0,1,1,2,1,1,2
105001005878,"INST EDUC FRANCISCO MIRANDA",44.48,42.76,2011,.0266667,.9733334,0,0,1,0,2.666667,97.33334,0,0,100,0,46.16,42.33,.113924,.8797469,.0063291,.0063291,.9936709,0,11.3924,87.97469,.6329114,.6329114,99.36709,0,50.07258,50.85007,.8,.6167665,.7433628,,48,.3037975,.6962025,"Bajo","Bajo",0,51.50856,38.6651,51.87402,32.36793,21,26,20,20,10,3,49,17,15,12,4,3,14,23,28,29,5,1,27,27,33,9,5,0,27,60,14,0,49,32,16,3,14,51,34,1,21,46,30,3,2,1,3,1,2,3
105001006068,"INST EDUC DINAMARCA",46.075,45.01,2011,.0384615,.9615384,0,0,1,0,3.846154,96.15385,0,0,100,0,46.16,42.42,.0632911,.9367089,0,.0126582,.9873418,0,6.329114,93.67088,0,1.265823,98.73418,0,50.86917,38.73238,.95,.7631579,.9626168,,3,.0379747,.9620253,"Bajo","Bajo",0,80.3947,,52.51603,,6,13,9,21,17,34,31,17,18,16,11,7,8,26,18,38,4,6,30,30,26,12,0,2,30,56,12,2,31,35,27,7,8,44,42,6,6,22,38,34,,,,,,
105001006092,"INST EDUC JULIO CESAR GARCIA",44.48,49.19,2011,0,.9759036,.0240964,0,1,0,0,97.59036,2.409638,0,100,0,48.28,45.01,.0666667,.9333333,0,0,1,0,6.666667,93.33334,0,0,100,0,63.96815,54.67541,.9021739,.9666666,,.9333333,1,.0133333,.9866667,"Alto","Medio",1,64.52014,71.90986,56.58527,42.11436,15,14,18,21,21,11,25,15,19,23,10,8,8,10,25,41,12,4,18,28,29,23,2,0,18,57,25,0,25,34,33,8,8,35,53,4,15,32,42,11,,,,,,
105001006181,"INST EDUC PEDRO OCTAVIO AMADO",44.48,47.14,2011,.0344828,.954023,.0114943,.0114943,.9885057,0,3.448276,95.4023,1.149425,1.149425,98.85057,0,46.27,45.01,.1,.8857143,.0142857,.0142857,.9857143,0,10,88.57143,1.428571,1.428571,98.57143,0,60.89011,54.67541,.96875,.9090909,.9583333,,4,.0571429,.9428571,"Medio","Medio",0,52.46522,52.51879,50.93169,68.89095,15,19,32,23,8,3,36,28,13,12,7,5,18,19,27,27,10,0,15,41,39,6,0,0,15,80,6,0,36,41,19,5,18,46,37,0,15,51,31,3,1,1,2,1,1,2
105001006246,"INST EDUC JORGE ROBLEDO",44.48,47.14,2011,0,1,0,.0163934,.9836066,0,0,100,0,1.639344,98.36066,0,48.28,42.42,.1016949,.8813559,.0169492,.0169492,.9830508,0,10.16949,88.1356,1.694915,1.694915,98.30508,0,77.83028,52.55022,.9529412,.7678571,.8360656,,9,.1525424,.8474576,"Medio","Medio",0,37.22581,20.75743,34.86021,26.19791,13,27,22,22,9,7,51,13,22,11,0,2,36,22,26,14,2,0,38,44,10,6,2,0,38,54,8,0,51,35,11,2,36,48,16,0,13,49,31,7,1,,1,2,2,4
105001006483,"INST EDUC RODRIGO CORREA PALACIO",47.67,47.14,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.16,40.975,.0769231,.9230769,0,.0384615,.9615384,0,7.692308,92.30769,0,3.846154,96.15385,0,37.6129,35.09288,.9705882,.9189189,1,,2,.0769231,.9230769,"Medio","Medio",0,52.55471,50.19769,55.79602,50.02281,8,17,42,25,4,4,13,8,38,25,13,4,28,28,17,22,6,0,33,28,33,6,0,0,33,61,6,0,13,46,38,4,28,45,28,0,8,59,29,4,,,,,,
105001006718,"INST EDUC ASIA IGNACIANA",42.65,45.01,2011,.0543478,.9456522,0,.0108696,.9891304,0,5.434783,94.56522,0,1.086957,98.91304,0,46.27,42.42,.1182796,.8709677,.0107527,.0215054,.9784946,0,11.82796,87.09677,1.075269,2.150538,97.84946,0,51.93589,51.94645,.8579203,.9358974,1,.9756098,7,.0752688,.9247312,"Medio","Bajo",1,,40.83944,,45.61886,17,18,25,23,7,10,33,19,19,10,14,5,8,25,32,30,4,1,17,42,25,13,3,0,17,67,16,0,33,38,24,5,8,57,34,1,17,43,30,10,1,2,3,1,1,2
105001006980,"INST EDUC CONCEJO DE MEDELLIN",47.67,49.19,2011,.0233236,.9591837,.0174927,.0116618,.9854227,.0029155,2.332362,95.91837,1.749271,1.166181,98.54227,.2915452,48.28,45.01,.0619195,.9164087,.0216718,.003096,.996904,0,6.19195,91.64087,2.167183,.3095975,99.6904,0,63.96815,46.153,.969697,.5591398,.7644628,.8222222,53,.1640867,.8359133,"Alto","Medio",1,,63.26819,,42.53889,13,16,24,22,17,9,27,16,24,14,11,8,5,12,25,35,19,3,15,28,29,17,9,2,15,57,26,2,27,40,25,8,5,37,54,3,13,40,39,9,,,,,,
