dane,nombre,tema_matematica,tema_lenguaje,año_indicador,prmat_bajo_07,prmat_medio_07,prmat_alto_07,prlen_bajo_07,prlen_medio_07,prlen_alto_07,prmat_bajo_07_p,prmat_medio_07_p,prmat_alto_07_p,prlen_bajo_07_p,prlen_medio_07_p,prlen_alto_07_p,tema_lenguaje_d,tema_matematica_d,prmat_bajo_10,prmat_medio_10,prmat_alto_10,prlen_bajo_10,prlen_medio_10,prlen_alto_10,prmat_bajo_10_p,prmat_medio_10_p,prmat_alto_10_p,prlen_bajo_10_p,prlen_medio_10_p,prlen_alto_10_p,Progresolen11,Progresomat11,aprobación5,aprobación9,aprobación11a,aprobación11t,Extraedad,textra,rtextra,categoria_10,categoria_07,varcolegios11,Progresolen5,Progresolen9,Progresomat5,Progresomat9,rango1_l5r,rango2_l5r,rango3_l5r,rango4_l5r,rango5_l5r,rango6_l5r,rango1_m5r,rango2_m5r,rango3_m5r,rango4_m5r,rango5_m5r,rango6_m5r,rango1_l9r,rango2_l9r,rango3_l9r,rango4_l9r,rango5_l9r,rango6_l9r,rango1_m9r,rango2_m9r,rango3_m9r,rango4_m9r,rango5_m9r,rango6_m9r,insuficiente_m9,minimo_m9,satisfactorio_m9,avanzado_m9,insuficiente_m5,minimo_m5,satisfactorio_m5,avanzado_m5,insuficiente_l9,minimo_l9,satisfactorio_l9,avanzado_l9,insuficiente_l5,minimo_l5,satisfactorio_l5,avanzado_l5,bonus_matematica11,bonus_lenguaje11,bonus_total11,bonus_matematica5,bonus_lenguaje5,bonus_total5
105001015148,"INST EDUC CAMILO MORA CARRASQUILLA",40.82,42.76,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.16,42.42,.2173913,.7826087,0,0,1,0,21.73913,78.26087,0,0,100,0,50.07258,50.10484,.9361702,.7222222,1,,5,.2173913,.7826087,"Bajo","Bajo",0,55.46422,53.97541,30.35847,60.60108,0,32,36,23,9,0,50,5,32,5,0,9,24,16,28,20,12,0,19,42,31,8,0,0,19,73,8,0,50,37,5,9,24,44,32,0,0,68,32,0,1,1,2,1,1,2
105001015172,"INST EDUC EDUARDO SANTOS",44.48,45.01,2011,.056338,.943662,0,0,1,0,5.633803,94.3662,0,0,100,0,46.16,39.53,.1727273,.8272727,0,0,1,0,17.27273,82.72727,0,0,100,0,50.86917,31.33151,.9583333,.952381,1,,26,.2363636,.7636364,"Bajo","Bajo",0,25.12232,48.32335,17.51691,-38.86223,29,20,25,15,6,4,61,20,7,5,5,2,26,33,19,9,12,2,40,39,18,0,4,0,40,57,4,0,61,27,10,2,26,52,21,2,29,45,21,4,3,,3,2,2,4
105001015211,"INST EDUC LA LIBERTAD",44.48,47.14,2011,.0416667,.9583333,0,0,1,0,4.166667,95.83333,0,0,100,0,44.05,42.33,.0833333,.9166667,0,0,1,0,8.333334,91.66667,0,0,100,0,10.08602,50.85007,.8452381,.7254902,.8636364,,23,.4791667,.5208334,"Medio","Medio",0,26.757,46.22491,46.91851,56.93475,18,30,36,6,8,2,40,26,12,10,10,2,19,35,39,8,0,0,24,52,16,8,0,0,24,68,8,0,40,38,20,2,19,74,8,0,18,66,14,2,3,,3,2,,2
105001015229,"INST EDUC VILLA TURBAY",44.48,46.075,2011,.0454545,.9545454,0,0,1,0,4.545455,95.45454,0,0,100,0,44.05,40.93,.125,.875,0,.05,.95,0,12.5,87.5,0,5,95,0,10.55562,50.51004,.9423077,.7931035,1,,7,.175,.825,"Bajo","Bajo",0,34.7934,,51.11745,,17,29,21,14,19,0,53,26,9,9,3,0,23,26,23,23,6,0,22,35,27,8,8,0,22,62,16,0,53,35,12,0,23,49,29,0,17,50,33,0,2,2,4,2,2,4
105001015831,"INST EDUC VALLEJUELOS",44.48,45.01,2011,.0909091,.9090909,0,0,1,0,9.090909,90.9091,0,0,100,0,44.05,42.42,.0322581,.9677419,0,0,1,0,3.225806,96.77419,0,0,100,0,50.07902,52.55022,.9444444,.8529412,.9375,,7,.2258064,.7741935,"Medio","Bajo",1,6.692958,,12.68348,,45,34,14,5,2,0,76,16,5,0,0,3,19,41,41,0,0,0,15,46,39,0,0,0,15,85,0,0,76,21,0,3,19,82,0,0,45,48,7,0,3,2,5,2,2,4
105001016420,"INST EDUC TRICENTENARIO",47.67,47.14,2011,.0092593,.9907407,0,0,1,0,.9259259,99.07407,0,0,100,0,46.16,45.16,.0618557,.9381443,0,0,1,0,6.185567,93.81443,0,0,100,0,37.6129,49.75956,.9910714,.8288288,.969697,,10,.1030928,.8969072,"Medio",,,,65.08495,,79.68328,17,17,26,18,14,8,28,26,13,12,10,12,14,14,24,28,16,4,5,29,36,21,9,0,5,65,30,0,28,39,22,12,14,38,44,4,17,43,32,8,2,2,4,2,2,4
105001017132,"INST EDUC FE Y ALEGRIA SAN JOSE",,,,,,,,,,,,,,,,46.215,42.33,.1285714,.8714285,0,0,1,0,12.85714,87.14285,0,0,100,0,,,.984252,.75,.9861111,,12,.1714286,.8285714,"Bajo",,,62.25754,,51.32513,,11,18,26,21,11,13,46,12,21,12,5,4,,,,,,,,,,,,,,,,,46,33,17,4,,,,,11,44,32,13,2,2,4,1,1,2
105001017876,"INST EDUC FRANCISCO LUIS HERNANDEZ BETANCUR",44.48,42.76,2011,.030303,.969697,0,0,1,0,3.030303,96.9697,0,0,100,0,41.64,38.015,.1875,.8125,0,.0833333,.9166667,0,18.75,81.25,0,8.333334,91.66667,0,50,31.33151,.9607843,.9117647,1,,28,.5833333,.4166667,"Inferior","Inferior",0,50.41904,50,50.2281,50.00537,18,24,27,27,6,0,27,43,16,3,11,0,95,5,0,0,0,0,74,14,10,0,2,0,74,24,2,0,27,59,14,0,95,5,0,0,18,51,33,0,2,,2,1,2,3
105001017965,"INST EDUC MANUEL JOSE GOMEZ S",44.48,48.165,2011,0,.9722222,.0277778,0,1,0,0,97.22222,2.777778,0,100,0,46.16,45.01,.0555556,.9444444,0,0,1,0,5.555556,94.44444,0,0,100,0,31.52831,54.67541,.9722222,.9157895,1,,1,.0277778,.9722222,"Medio","Medio",0,,48.52892,,46.66554,14,15,23,28,11,9,28,12,28,17,7,9,8,10,28,29,24,1,8,28,44,14,6,0,8,72,20,0,28,40,24,9,8,38,53,1,14,38,39,9,,,,,,
105001018759,"INST EDUC FE Y ALEGRIA EL LIMONAR",40.82,45.01,2011,.0731707,.9268293,0,.0243902,.9756098,0,7.317073,92.68293,0,2.439024,97.56097,0,48.28,45.16,.0263158,.9473684,.0263158,0,1,0,2.631579,94.73685,2.631579,0,100,0,53.04211,50.21236,.9387755,.862069,1,,2,.0526316,.9473684,"Alto","Bajo",2,35.71875,34.46698,47.11728,50,14,24,32,16,8,6,38,21,21,15,2,3,16,29,32,16,8,0,15,38,35,13,0,0,15,73,13,0,38,42,17,3,16,61,24,0,14,56,24,6,2,2,4,1,1,2
105001019011,"INST EDUC ESTELLA VELEZ LONDOÑO ANTES SAUL LONDOÑO LONDOÑO",44.48,48.165,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.16,45.16,.1190476,.8809524,0,.0238095,.9761904,0,11.90476,88.09524,0,2.380952,97.61904,0,31.52831,55.95052,.8421053,.7833334,1,,4,.0952381,.9047619,,"Medio",,,,,,25,21,15,21,12,6,40,19,21,12,4,4,21,21,40,19,0,0,54,25,8,12,2,0,54,33,14,0,40,40,16,4,21,61,19,0,25,36,33,6,2,2,4,2,3,5
105001019062,"INST EDUC ALFONSO MORA NARANJO",44.48,47.14,2011,.0070423,.9929578,0,.0070423,.9929578,0,.7042254,99.29578,0,.7042254,99.29578,0,44.05,42.33,.0863309,.913669,0,.0215827,.9784173,0,8.633094,91.36691,0,2.158273,97.84173,0,10.08602,50.85007,1,.7592593,.8441558,,38,.2733813,.7266187,"Medio","Medio",0,,44.96795,,39.9359,10,12,26,26,17,10,31,17,26,10,2,14,17,18,26,29,8,1,16,33,37,11,3,0,16,70,14,0,31,43,12,14,17,44,37,1,10,38,43,10,,,,,,
105001019089,"INST EDUC VIDA PARA TODOS",44.48,42.76,2011,.0263158,.9736842,0,.0789474,.9210526,0,2.631579,97.36842,0,7.894736,92.10526,0,46.27,39.53,.1447368,.8552632,0,.0131579,.9868421,0,14.47368,85.52631,0,1.315789,98.68421,0,50.14516,31.33151,.9218241,.9384615,.9896907,,7,.0921053,.9078947,"Bajo","Inferior",1,26.04888,,18.45742,,24,32,21,15,7,2,57,18,12,7,4,2,18,42,22,15,3,0,59,26,12,2,1,0,59,38,3,0,57,30,11,2,18,64,18,0,24,53,22,2,2,2,4,2,2,4
105001019143,"INST EDUC JORGE ELIECER GAITAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6341463,.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105001019194,"INST EDUC EL PEDREGAL",44.48,45.01,2011,.0212766,.9716312,.0070922,.0070922,.9858156,.0070922,2.12766,97.16312,.7092198,.7092198,98.58156,.7092198,46.16,42.33,.1138211,.8861789,0,.0162602,.9837399,0,11.38211,88.61788,0,1.626016,98.37399,0,50.86917,50.85007,.9115044,.8648649,.9590164,,2,.0162602,.9837399,"Medio","Medio",0,,29.73245,,35.06601,11,25,25,20,13,6,37,22,13,11,13,6,20,31,28,16,5,0,19,40,29,12,0,0,19,69,12,0,37,35,24,6,20,59,21,0,11,50,33,6,1,1,2,1,1,2
105001019305,"INST EDUC LA AVANZADA",,,,,,,,,,,,,,,,46.16,42.33,.1538462,.8461539,0,0,1,0,15.38462,84.61539,0,0,100,0,,,.9442756,.9,1,,2,.1538462,.8461539,"Inferior",,,27.41694,53.39426,50.93508,58.29708,15,30,35,8,9,3,49,23,21,6,0,2,16,32,21,32,0,0,32,26,21,16,5,0,32,47,21,0,49,44,6,2,16,53,32,0,15,65,17,3,,,,2,2,4
105001019330,"INST EDUC BARRIO SANTA MARGARITA",47.67,45.01,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.27,45.01,.0666667,.9333333,0,0,1,0,6.666667,93.33334,0,0,100,0,51.93589,46.153,.996,.8761062,.9777778,,9,.2,.8,"Medio","Medio",0,,42.41448,,46.83937,13,26,25,20,11,5,27,18,24,13,8,10,8,21,33,33,3,1,16,47,26,10,1,0,16,73,11,0,27,42,21,10,8,54,36,1,13,51,31,5,1,1,2,3,2,5
105001019429,"INST EDUC LUIS CARLOS GALAN SARMIENTO",44.48,45.01,2011,.0216216,.972973,.0054054,.0162162,.9837838,0,2.162162,97.2973,.5405406,1.621622,98.37838,0,44.05,42.33,.1004785,.8995215,0,.0095694,.9856459,.0047847,10.04785,89.95216,0,.9569378,98.5646,.4784689,50.07902,50.85007,.9807692,.9375,.9885714,,26,.1244019,.8755981,"Medio","Bajo",1,,48.96278,,72.34904,9,20,25,22,16,9,25,20,23,16,10,7,14,26,27,21,11,1,21,39,27,13,1,0,21,66,14,0,25,43,26,7,14,53,32,1,9,45,38,9,1,1,2,2,2,4
105001019453,"INST EDUC VILLA DEL SOCORRO",40.82,45.01,2011,.0490798,.9509202,0,.0245399,.9754601,0,4.907975,95.09203,0,2.453988,97.54601,0,43.93,39.53,.1242236,.8757764,0,.0248447,.9751553,0,12.42236,87.57764,0,2.484472,97.51553,0,42.5327,50.00269,.9096591,.5949367,.8282208,,24,.1490683,.8509316,"Bajo","Bajo",0,,53.88041,,38.459,19,28,25,16,9,3,45,23,16,9,4,3,17,28,26,22,6,0,22,37,32,7,2,0,22,69,9,0,45,39,13,3,17,54,28,0,19,53,25,3,2,2,4,2,2,4
105001019534,"INST EDUC RODRIGO LARA BONILLA",44.48,45.01,2011,.027027,.972973,0,0,1,0,2.702703,97.2973,0,0,100,0,46.16,39.53,.1666667,.8333333,0,0,1,0,16.66667,83.33333,0,0,100,0,50.86917,31.33151,.9207921,.8852459,1,,12,.4,.6,"Medio","Bajo",1,,51.5929,,51.14208,31,29,20,16,2,2,62,24,10,0,4,0,8,17,38,29,8,0,28,28,24,16,4,0,28,52,20,0,62,34,4,0,8,55,37,0,31,49,18,2,,2,2,2,2,4
105001019674,"INST EDUC MIRAFLORES",44.48,49.19,2011,.0363636,.9636363,0,0,1,0,3.636364,96.36363,0,0,100,0,46.27,45.01,.0442478,.9469026,.0088496,0,1,0,4.424779,94.69026,.8849558,0,100,0,42.87234,54.67541,.9038461,.8135593,.9363636,,5,.0442478,.9557522,"Medio","Medio",0,45.52688,64.12241,45.05996,60.98409,10,18,19,24,19,10,28,15,22,13,8,13,15,14,26,29,14,2,9,35,34,9,8,5,9,69,17,5,28,37,21,13,15,40,43,2,10,37,43,10,2,1,3,2,2,4
105001019798,"INST EDUC ALFONSO LOPEZ",42.65,45.01,2011,0,1,0,0,1,0,0,100,0,0,100,0,41.64,36.5,.1428571,.8571429,0,.0285714,.9714286,0,14.28572,85.71429,0,2.857143,97.14286,0,37.5545,33.12361,.7934783,.9506173,.9473684,,7,.2,.8,"Bajo","Bajo",0,50.06989,,50.51004,,25,23,28,12,6,7,56,24,13,6,1,1,29,25,15,21,10,0,27,29,25,13,6,0,27,54,19,0,56,37,7,1,29,40,31,0,25,51,18,7,1,1,2,1,1,2
105001019925,"INST EDUC ALCALDIA DE MEDELLIN",44.48,47.14,2011,.0135747,.9819005,.0045249,0,.9954751,.0045249,1.357466,98.19005,.4524887,0,99.54751,.4524887,44.05,45.01,.0689655,.9310345,0,.0086207,.9913793,0,6.896552,93.10345,0,.862069,99.13793,0,10.08602,54.67541,.9425837,.7737226,.928,,14,.1206897,.8793104,"Medio","Medio",0,,45.46399,,44.95998,20,28,24,15,8,5,53,17,16,7,6,1,14,20,27,26,10,3,24,33,29,11,3,0,24,62,14,0,53,33,13,1,14,47,36,3,20,52,23,5,2,2,4,1,1,2
105001020028,"INST EDUC EL SALVADOR",44.48,46.075,2011,.0357143,.9642857,0,0,1,0,3.571429,96.42857,0,0,100,0,46.16,42.42,.0606061,.9393939,0,0,1,0,6.060606,93.93939,0,0,100,0,38.73018,52.55022,.9529412,.9387755,.9736842,1,9,.1363636,.8636364,"Medio","Bajo",1,58.84077,,35.66867,,16,16,25,16,16,11,38,22,16,9,10,5,25,32,24,14,5,0,22,51,20,5,3,0,22,71,8,0,38,38,19,5,25,56,19,0,16,41,32,11,,,,,,
105001020052,"INST EDUC RAFAEL GARCIA HERREROS",44.48,47.14,2011,.04,.96,0,0,1,0,4,96,0,0,100,0,48.37,45.01,.0227273,.9772727,0,0,1,0,2.272727,97.72727,0,0,100,0,82.67032,54.67541,.9615384,1,.9772727,,4,.0909091,.9090909,"Alto","Medio",1,65.12514,,60.58581,,10,17,23,13,20,17,18,14,21,36,7,4,11,19,26,30,15,0,22,30,30,15,4,0,22,60,19,0,18,35,43,4,11,45,45,0,10,40,33,17,,,,,,
105001020273,"INST EDUC CIUDAD DON BOSCO",50.54,53.22,2011,0,1,0,0,1,0,0,100,0,0,100,0,53.325,50.42,0,.9333333,.0666667,0,1,0,0,93.33334,6.666667,0,100,0,55.21586,50,.8378378,.8260869,1,,0,0,1,"Superior","Superior",0,20.13203,51.79228,52.58065,51.29443,29,43,14,5,10,0,48,5,14,10,19,5,6,24,35,35,0,0,28,39,28,0,6,0,28,67,6,0,48,19,29,5,6,59,35,0,29,57,15,0,2,1,3,2,1,3
105001021199,"INST EDUC LA INDEPENDENCIA",44.48,45.01,2011,.0380952,.9619048,0,.0095238,.9904762,0,3.809524,96.19048,0,.952381,99.04762,0,46.27,42.42,.0736842,.9263158,0,0,1,0,7.368421,92.63158,0,0,100,0,51.93589,52.55022,.9886364,.9871795,1,,19,.2,.8,"Medio",,,,50.60109,,22.18644,27,24,29,11,7,2,50,27,10,6,6,2,21,35,28,14,1,1,48,39,13,1,0,0,48,52,1,0,50,37,12,2,21,63,15,1,27,53,18,2,2,2,4,2,2,4
105001021547,"INST EDUC VILLA FLORA",47.67,47.14,2011,.025,.975,0,0,1,0,2.5,97.5,0,0,100,0,46.16,45.16,.0888889,.9111111,0,0,1,0,8.888889,91.11111,0,0,100,0,37.6129,49.75956,.9655172,.921875,1,,2,.0444444,.9555556,"Medio","Medio",0,61.40495,73.05108,57.05603,78.58334,6,18,29,22,12,14,23,11,13,28,8,17,7,9,24,40,18,2,11,23,32,32,0,2,11,55,32,2,23,24,36,17,7,33,58,2,6,47,34,14,3,2,5,2,2,4
105001021636,"INST EDUC KENNEDY",44.48,45.01,2011,.04,.96,0,.045,.95,.005,4,96,0,4.5,95,.5,44.05,42.42,.0880503,.9119497,0,.0440252,.9559748,0,8.805032,91.19497,0,4.402516,95.59748,0,50.07902,52.55022,.9788737,.7977099,.970297,1,13,.081761,.918239,"Bajo","Bajo",0,,39.7543,,28.22788,24,25,20,20,7,4,48,19,16,8,5,4,18,31,23,21,6,2,31,30,27,11,2,0,31,57,13,0,48,35,13,4,18,54,27,2,24,45,27,4,2,2,4,1,2,3
105001021873,"INST EDUC SOL DE ORIENTE",44.48,49.19,2011,.031746,.968254,0,0,1,0,3.174603,96.82539,0,0,100,0,46.27,39.53,.1235955,.8764045,0,.011236,.988764,0,12.35955,87.64045,0,1.123595,98.8764,0,42.87234,31.33151,.7647579,.7313433,.8181818,.9333333,19,.2134831,.7865168,"Medio","Medio",0,51.44513,50.46095,51.19485,31.74448,26,26,27,14,6,2,41,21,19,11,5,4,17,27,26,26,5,0,33,41,21,5,0,0,33,62,5,0,41,40,16,4,17,53,31,0,26,53,20,2,2,2,4,2,2,4
105001022101,"INST EDUC LAS NIEVES",44.48,47.14,2011,0,1,0,0,1,0,0,100,0,0,100,0,45.105,42.42,.0625,.9375,0,0,1,0,6.25,93.75,0,0,100,0,32.10753,52.55022,.9516129,.8780488,.96875,,5,.15625,.84375,"Bajo","Bajo",0,,53.19762,,63.32341,18,26,16,24,12,4,49,25,8,12,6,0,7,36,36,21,0,0,13,33,33,13,7,0,13,66,20,0,49,33,18,0,7,72,21,0,18,42,36,4,2,2,4,2,2,4
105001023965,"INST EDUC FINCA LA MESA",44.48,45.01,2011,.0153846,.9846154,0,0,1,0,1.538462,98.46154,0,0,100,0,45.105,39.53,.1041667,.8888889,.0069444,.0277778,.9722222,0,10.41667,88.88889,.6944445,2.777778,97.22222,0,50.71114,31.33151,.9227639,.8148148,.8543046,,30,.2083333,.7916667,"Bajo","Bajo",0,,,,,16,25,29,21,7,2,42,17,17,11,7,5,12,23,30,27,6,1,24,41,25,9,2,0,24,66,11,0,42,34,18,5,12,53,33,1,16,54,28,2,1,1,2,1,1,2
105001024073,"INST EDUC CASD",44.48,47.14,2011,.0175439,.9824561,0,.0065789,.9934211,0,1.754386,98.24561,0,.6578947,99.34211,0,46.16,42.42,.083871,.9032258,.0129032,.0086022,.9913979,0,8.387097,90.32258,1.290323,.8602151,99.13979,0,37.6129,52.55022,,,,.9826464,24,.0516129,.9483871,"Medio","Medio",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,4
105001025763,"INST EDUC DEBORA ARANGO PEREZ",,,,,,,,,,,,,,,,43.93,39.53,.0392157,.9607843,0,.0196078,.9803922,0,3.921569,96.07843,0,1.960784,98.03922,0,,,.9318182,.9428571,.9811321,,8,.1568628,.8431373,"Bajo",,,,,,,37,27,25,7,4,1,68,15,8,4,4,2,25,18,23,27,7,0,22,36,31,9,2,0,22,67,11,0,68,23,8,2,25,41,34,0,37,52,11,1,2,1,3,1,1,2
105001025771,"INST EDUC JOAQUIN VALLEJO ARBELAEZ",,,,,,,,,,,,,,,,44.05,39.53,.0746269,.9253731,0,.0149254,.9850746,0,7.462687,92.53732,0,1.492537,98.50746,0,,,.8457143,.9588235,.9528302,,22,.3283582,.6716418,"Bajo",,,,,,,25,31,28,13,2,2,62,16,15,4,1,2,22,27,31,16,5,0,36,36,22,6,0,0,36,58,6,0,62,31,5,2,22,58,21,0,25,59,15,2,2,2,4,,2,2
105001025780,"INST EDUC PBRO ANTONIO JOSE BERNAL LONDOÑO",47.67,47.14,2011,.0273973,.9657534,.0068493,0,1,0,2.739726,96.57534,.6849315,0,100,0,46.16,42.42,.0584416,.9415584,0,.025974,.974026,0,5.844156,94.15585,0,2.597403,97.4026,0,37.6129,40.14207,.9528796,.7897196,.9351852,1,16,.1038961,.8961039,"Medio","Medio",0,,,,,14,19,27,21,14,5,42,20,20,14,3,1,11,25,26,30,7,1,21,38,25,10,4,2,21,63,14,2,42,40,17,1,11,51,37,1,14,46,35,5,2,2,4,1,2,3
105001025798,"INST EDUC ANGELA RESTREPO MORENO",,,,,,,,,,,,,,,,46.16,45.01,.0818182,.9090909,.0090909,.0090909,.9909091,0,8.181818,90.9091,.9090909,.9090909,99.09091,0,,,.9527299,.8111888,1,,17,.1545455,.8454546,"Medio",,,,,,,10,27,34,15,12,2,47,28,12,5,5,5,18,28,21,25,9,0,27,44,20,5,4,0,27,64,9,0,47,40,10,5,18,49,34,0,10,61,27,2,2,2,4,2,2,4
105001025984,"INST EDUC COL LOYOLA PARA LA CIENCIA Y LA INNOVACION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,3,3,6
105001025992,"INST EDUC LA HUERTA",,,,,,,,,,,,,,,,44.05,42.42,.0784314,.9215686,0,.0196078,.9803922,0,7.843138,92.15686,0,1.960784,98.03922,0,,,.9384615,.872093,.9411765,,10,.1960784,.8039216,"Bajo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,
105001026000,"INST EDUC LAS FLORES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105001026131,"INST EDUC EL PINAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.9076104,.9512195,.9393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205001001389,"CENT EDUC MEDIA LUNA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.9319986,,,,,,,,,,38.26616,,45.21198,,19,31,19,25,0,6,38,25,6,13,0,19,,,,,,,,,,,,,,,,,38,31,13,19,,,,,19,50,25,6,4,4,8,4,4,8
205001001672,"INST EDUC MONSEÑOR VICTOR WIEDEMANN",44.48,51.21,2011,.0163934,.9836066,0,0,1,0,1.639344,98.36066,0,0,100,0,46.27,42.33,.109375,.890625,0,.0078125,.9921875,0,10.9375,89.0625,0,.78125,99.21875,0,48.05836,50.85007,.8858268,.6946108,.9444444,,22,.171875,.828125,"Medio","Alto",-1,61.13553,39.32541,48.87348,53.70364,13,15,30,14,15,12,33,19,21,10,7,10,15,27,22,25,11,0,26,35,26,11,2,0,26,61,13,0,33,40,17,10,15,49,36,0,13,45,29,12,1,1,2,1,2,3
205001001966,"CENT EDUC LA ALDEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,59.4086,,37.88298,,0,33,33,0,33,0,25,25,25,25,0,0,,,,,,,,,,,,,,,,,25,50,25,0,,,,,0,66,33,0,4,4,8,3,4,7
205001002199,"INST EDUC CARLOS ALBERTO CALDERON",44.48,47.14,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.27,39.53,.1081081,.8918919,0,0,1,0,10.81081,89.18919,0,0,100,0,60.89011,31.33151,1,.9305556,1,,6,.1621622,.8378378,"Bajo",,,39.44008,61.59951,24.00107,61.13553,10,25,20,25,10,10,53,21,5,16,5,0,6,31,22,36,6,0,28,36,28,8,0,0,28,64,8,0,53,26,21,0,6,53,42,0,10,45,35,10,1,,1,1,2,3
205001002768,"CENT EDUC EL SALADO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,50.0419,,19.1639,,33,56,0,0,11,0,63,25,13,0,0,0,,,,,,,,,,,,,,,,,63,38,0,0,,,,,33,56,11,0,5,5,10,4,5,9
205001006119,"CENT EDUC JUAN ANDRES PATINO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.9777778,,,,,,,,,,29.4298,,29.67742,,20,28,28,20,0,4,39,27,19,8,8,0,,,,,,,,,,,,,,,,,39,46,16,0,,,,,20,56,20,4,3,3,6,1,2,3
205001006224,"CENT EDUC PERMANENTE MAZO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,57.22581,,56.22332,,9,18,36,9,9,18,18,18,36,0,18,9,,,,,,,,,,,,,,,,,18,54,18,9,,,,,9,54,18,18,4,4,8,4,4,8
205001006232,"INST EDUC  SAN CRISTOBAL",44.48,45.01,2011,.0049261,.9950739,0,.0197044,.9802955,0,.4926108,99.50739,0,1.970443,98.02956,0,46.16,42.33,.125,.8660714,.0089286,.0089286,.9910714,0,12.5,86.60714,.8928572,.8928572,99.10714,0,50.86917,50.85007,.9080459,.6199095,.92,,36,.1607143,.8392857,"Bajo","Bajo",0,53.88346,47.31158,48.42564,39.2463,23,24,15,22,14,3,48,17,12,8,11,4,22,22,23,28,3,1,32,35,21,9,2,0,32,56,11,0,48,29,19,4,22,45,31,1,23,39,36,3,2,1,3,2,2,4
205001006526,"INST EDUC MARINA ORTH",40.82,47.14,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.215,39.53,.05,.95,0,0,1,0,5,95,0,0,100,0,59.07509,50.00269,1,.952381,1,,0,0,1,"Bajo","Bajo",0,54.68506,,52.89421,,10,24,35,7,14,10,41,28,7,14,7,3,11,32,16,26,11,5,39,39,17,0,6,0,39,56,6,0,41,35,21,3,11,48,37,5,10,59,21,10,1,3,4,1,1,2
205001007735,"INST EDUC HECTOR ROGELIO MONTOYA",44.48,45.01,2011,0,1,0,0,1,0,0,100,0,0,100,0,46.27,42.33,.1860465,.8139535,0,0,1,0,18.60465,81.39535,0,0,100,0,51.93589,50.85007,.95,.94,1,,5,.1162791,.8837209,"Bajo","Medio",-1,53.04024,53.90601,50.53764,53.90601,16,11,37,26,11,0,50,22,0,11,17,0,11,24,30,32,3,0,38,30,22,11,0,0,38,52,11,0,50,22,28,0,11,54,35,0,16,48,37,0,1,1,2,,,
205001009797,"INST EDUC MANUEL J. BETANCUR",47.67,49.19,2011,.0198676,.9668874,.013245,0,.986755,.013245,1.986755,96.68874,1.324503,0,98.6755,1.324503,46.27,45.01,.0909091,.9015151,.0075758,0,.9924242,.0075758,9.090909,90.15151,.7575758,0,99.24242,.7575758,42.87234,46.153,1,.8550724,.9156626,,35,.2651515,.7348485,"Medio","Medio",0,,55.78415,,59.25463,12,11,35,21,12,9,28,21,19,9,10,14,8,19,26,36,12,0,9,26,31,26,6,3,9,57,32,3,28,40,19,14,8,45,48,0,12,46,33,9,2,2,4,2,3,5
205001009916,"CENT EDUC EL MANZANILLO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.991453,,,,,,,,,,50.12165,,50.21505,,24,24,38,7,7,0,72,10,14,3,0,0,,,,,,,,,,,,,,,,,72,24,3,0,,,,,24,62,14,0,4,4,8,3,3,6
205001010264,"INST EDUC PRESBITERO JUAN J. ESCOBAR",44.48,47.14,2011,.0188679,.9622642,.0188679,0,1,0,1.886792,96.22642,1.886792,0,100,0,46.16,42.375,.1071429,.8928571,0,0,1,0,10.71429,89.28571,0,0,100,0,37.6129,52.46522,.9324324,.8967742,.9767442,,10,.1190476,.8809524,"Bajo","Medio",-1,52.84457,35.14503,28.02024,38.62173,31,15,23,14,11,6,54,11,15,11,8,1,25,21,28,19,6,1,31,38,23,6,1,1,31,61,7,1,54,26,19,1,25,49,25,1,31,38,25,6,2,1,3,1,1,2
